title,author,year_published,subjects,edition_count,open_library_key,queried_author
Panáfrica. Arte e imaginarios políticos para la construcción de un planeta negro,Rasheed Araeen,,,1,/book/show/244045160-pan-frica-arte-e-imaginarios-pol-ticos-para-la-construcci-n-de-un-plane,Achille Mbembe
Frenchness and the African Diaspora: Identity and Uprising in Contemporary France,Charles Tshimanga,,,1,/book/show/240981087-frenchness-and-the-african-diaspora,Achille Mbembe
"Demain, c’est maintenant: Panafricanisme, éthique du passant et devenir africain",Amzat Boukari-Yabara,,,2,/book/show/184256337-demain-c-est-maintenant,Achille Mbembe
"La défense populaire au Cameroun: Repères historiques, appropriations actuelles et défis futurs",François Xavier Noah Edzimbi,,,1,/book/show/135980105-la-d-fense-populaire-au-cameroun,Achille Mbembe
Politique des Temps - Imaginer les devenirs africains (2),Various,,,1,/book/show/57155393-politique-des-temps---imaginer-les-devenirs-africains,Achille Mbembe
Kafka's Monkey and Other Phantoms of Africa,Seloua Luste Boulbina,,,4,/book/show/53806037-kafka-s-monkey-and-other-phantoms-of-africa,Achille Mbembe
Publishing from the South,Sarah Nuttall,,,2,/book/show/217896155-publishing-from-the-south,Achille Mbembe
Le politique par le bas en Afrique noire - contributions à une problématique de la démocratie,Jean-François Bayart,,,2,/book/show/65003328-le-politique-par-le-bas-en-afrique-noire---contributions-une-probl-mat,Achille Mbembe
Noirs d'encre,Dominic Thomas,,,2,/book/show/82855216-noirs-d-encre,Achille Mbembe
"Ambazonie, révélations inédites: Enquête, dessous des cartes, dialogue de sourds",Jean-Marc Soboth,,,1,/book/show/48981536-ambazonie-r-v-lations-in-dites,Achille Mbembe
"L’État, le marché et la fragilité: Dynamiques croisées de l’investissement public et privé dans l’Alliance des États du Sahel (AES) (L'Esprit Économique) (French Edition)",Etienne Fakaba Sissoko,,,1,/book/show/241604740-l-tat-le-march-et-la-fragilit,Achille Mbembe
Les armes miraculeuses,Aimé Césaire,1946.0,,7,/book/show/1098657.Les_armes_miraculeuses,Aimé Césaire
Et les chiens se taisaient,Aimé Césaire,1946.0,,7,/book/show/1352575.Et_les_chiens_se_taisaient,Aimé Césaire
Discours sur le colonialisme,Aimé Césaire,1950.0,,1,/book/show/161971.Discours_sur_le_colonialisme,Aimé Césaire
"Thematische Und Formale Aspekte Der ""Engagierten"" Literatur Der Antillen La Tragédie Du Roi Christophe Von Aimé Césaire Und El Reino De Este Mundo Von Alejo Carpentier",Herta Johansmeier,1955.0,,1,/book/show/7186905-thematische-und-formale-aspekte-der-engagierten-literatur-der-antillen,Aimé Césaire
Ferrements et autres poèmes,Aimé Césaire,1958.0,,3,/book/show/2940556-ferrements-et-autres-po-mes,Aimé Césaire
Cadastre,Aimé Césaire,1961.0,,7,/book/show/6751754-cadastre,Aimé Césaire
Aimé Césaire,Lilyan Kesteloot,1963.0,,5,/book/show/161951.Aim_C_saire,Aimé Césaire
Une saison au Congo,Aimé Césaire,1966.0,,28,/book/show/161958.Une_saison_au_Congo,Aimé Césaire
La tragédie du Roi Christophe,Aimé Césaire,1970.0,,16,/book/show/161959.La_trag_die_du_Roi_Christophe,Aimé Césaire
"El teatro de los años 70. Diccionario de urgencia (Antonin Artaud, Benio Besson, Bertold Brecht, Peter Brook, Aimé Césaire, Friedrich Dürrenmatt, Darío Fo, Vitold Gambrowicz, Living Theater, Anatol V. Lunatcharski, Teatro Nô, Teatro norteamericano, Pie...",Ricard Salvat,1974.0,,2,/book/show/127845225-el-teatro-de-los-a-os-70-diccionario-de-urgencia-antonin-artaud-benio,Aimé Césaire
Aimé Césaire: un homme à la recherché d'une patrie,M.A.M. Ngal,1975.0,,1,/book/show/6469926-aim-c-saire,Aimé Césaire
"Moi, laminaire...",Aimé Césaire,1982.0,,5,/book/show/161964.Moi_laminaire_,Aimé Césaire
The Poet's Africa: Africanness in the Poetry of Nicolas Guillen and Aime Cesaire,Aurelia Kubayanda,1990.0,,1,/book/show/161941.The_Poet_s_Africa,Aimé Césaire
Aime Cesaire (Twayne's World Authors Series),Janis L. Pallister,1991.0,,1,/book/show/161936.Aime_Cesaire,Aimé Césaire
Aimé Césaire : « cahier d'un retour au pays natal »,Dominique Combe,1993.0,,1,/book/show/25494672-aim-c-saire,Aimé Césaire
Aimé Césaire: Cahier d'un Retour au Pays Natal,Abiola Irele,1994.0,,1,/book/show/161955.Aim_C_saire,Aimé Césaire
Scandale De Bronze: Lettre À Aimé CéSaire,Gilles Carpentier,1994.0,,2,/book/show/161934.Scandale_De_Bronze,Aimé Césaire
Anthologie poétique,Aimé Césaire,1996.0,,4,/book/show/1458810.Anthologie_po_tique,Aimé Césaire
Aime Cesaire,Gregson Davis,1997.0,,3,/book/show/161932.Aime_Cesaire,Aimé Césaire
"Aimé Césaire, le chant blessé. Biologie et poétique. Préface de Jean Bernard.",Rene Henane,1999.0,,1,/book/show/161937.Aim_C_saire_le_chant_bless_Biologie_et_po_tique_Pr_face_de_Jean_Bernard_,Aimé Césaire
Modernisme Brésilien et Negritude Antillaise: Mario de Andrade et Aimé Césaire,Maria De Lourdes Teodoro,1999.0,,1,/book/show/161935.Modernisme_Br_silien_et_Negritude_Antillaise,Aimé Césaire
Modernism & Negritude: The Poetry and Poetics of Aime Cesaire,A. James Arnold,2000.0,,2,/book/show/161930.Modernism_Negritude,Aimé Césaire
Shaping and Reshaping the Caribbean: The Work of Aime Cesaire and Rene Depestre,Martin Munro,2000.0,,2,/book/show/161952.Shaping_and_Reshaping_the_Caribbean,Aimé Césaire
"TOUSSAINT LOUVERTURE, LA REVOLUTION FRANCAISE ET LE PROBLEME COLONIAL",Aimé Césaire,2000.0,,9,/book/show/161997.TOUSSAINT_LOUVERTURE_LA_REVOLUTION_FRANCAISE_ET_LE_PROBLEME_COLONIAL,Aimé Césaire
"Daniel Maximin, Hélène Cixous, and Aimé Césaire: Creolization, Intertextuality, and Coiled Myth",Janice Horner Kaufman,2000.0,,1,/book/show/161942.Daniel_Maximin_H_l_ne_Cixous_and_Aim_C_saire,Aimé Césaire
Ce que je dois à Aimé Césaire,Jacques Lacarrière,2004.0,,2,/book/show/52764926-ce-que-je-dois-aim-c-saire,Aimé Césaire
Aimé Césaire Anthologie,Aimé Césaire,2005.0,,2,/book/show/50288621-aim-c-saire-anthologie,Aimé Césaire
"Cadastre Suivi De Moi, Laminaire...",Aimé Césaire,2006.0,,3,/book/show/1098651.Cadastre_Suivi_De_Moi_Laminaire_,Aimé Césaire
Conversation avec Aimé Césaire,Patrice Louis,2007.0,,1,/book/show/26152061-conversation-avec-aim-c-saire,Aimé Césaire
Para leer a Aimé Césaire,Aimé Césaire,2009.0,,1,/book/show/10108568-para-leer-a-aim-c-saire,Aimé Césaire
Ces Noirs qui ont fait la France: Du Chevalier Saint-Georges à Aimé Césaire (C-LEVY),Benoît Hopquin,2009.0,,2,/book/show/25719201-ces-noirs-qui-ont-fait-la-france,Aimé Césaire
"Not at Home in One's Home: Caribbean Self-Fashioning in the Poetry of Luis Pales Matos, Aime Cesaire and Derek Walcott",Victor Figueroa,2009.0,,1,/book/show/14522389-not-at-home-in-one-s-home,Aimé Césaire
Ces Noirs qui ont fait la France: Du Chevalier Saint-Georges à Aimé Césaire,Benoît Hopquin,2009.0,,1,/book/show/6349107-ces-noirs-qui-ont-fait-la-france,Aimé Césaire
"Aime Cesaire's African Theatre: Of Poets, Prophets and Politicians",Femi Ojo-Ade,2010.0,,3,/book/show/8973011-aime-cesaire-s-african-theatre,Aimé Césaire
Aime Cesaire,Gabrielle Parker,2011.0,,1,/book/show/9269493-aime-cesaire,Aimé Césaire
"Summary & Study Guide A Tempest: Based on Shakespeare's The Tempest, Adaptation for a Black Theatre by Aimé Césaire",BookRags,2011.0,,2,/book/show/25051997-summary-study-guide-a-tempest,Aimé Césaire
Aimé Césaire : Cahier d'un retour au pays natal (Classiques francophones),Lilian Pestre de Almeida,2012.0,,5,/book/show/25874109-aim-c-saire,Aimé Césaire
"Free and French in the Caribbean: Toussaint Louverture, Aimé Césaire, and Narratives of Loyal Opposition",John Patrick Walsh,2013.0,,5,/book/show/15857381-free-and-french-in-the-caribbean,Aimé Césaire
"Aimé Césaire. Poèsie, Théâtre, Essais et Discours",Albert James Arnold,2014.0,,1,/book/show/26419638-aim-c-saire-po-sie-th-tre-essais-et-discours,Aimé Césaire
Aimé Césaire,Kora Véron,2021.0,,3,/book/show/59821940-aim-c-saire,Aimé Césaire
Le Souper du Trocadéro: Quand Renaud dîne avec Nelson Mandela et Aimé Césaire,Serge Bilé,2022.0,,2,/book/show/75711958-le-souper-du-trocad-ro,Aimé Césaire
"Aime Cesaire, The Collected Poetry",Aimé Césaire,,,8,/book/show/162011.Aime_Cesaire_The_Collected_Poetry,Aimé Césaire
Non-Vicious Circle: Twenty Poems of Aime Cesaire,Aimé Césaire,,,1,/book/show/161947.Non_Vicious_Circle,Aimé Césaire
The Complete Poetry of Aimé Césaire,Aimé Césaire,,,4,/book/show/34788324-the-complete-poetry-of-aim-c-saire,Aimé Césaire
A Tempest: Based on Shakespeare's 'The Tempest;' Adaptation for a Black Theatre,Aimé Césaire,,,26,/book/show/33153.A_Tempest,Aimé Césaire
Notebook of a Return to the Native Land (Wesleyan Poetry Series),Aimé Césaire,,,4,/book/show/32649.Notebook_of_a_Return_to_the_Native_Land,Aimé Césaire
Aşağılanmaya Hayır - Aime Cesaire,Nimrod  .,,,1,/book/show/50205878-a-a-lanmaya-hay-r---aime-cesaire,Aimé Césaire
Solar Throat Slashed: The Unexpurgated 1948 Edition (Wesleyan Poetry Series),Aimé Césaire,,,5,/book/show/9720855-solar-throat-slashed,Aimé Césaire
"Negro Soy, negro me quedo. Conversaciones con Aimé Césaire",Françoise Vergès,,,1,/book/show/55426022-negro-soy-negro-me-quedo-conversaciones-con-aim-c-saire,Aimé Césaire
Aimé Césaire. Discurso sobre o colonialismo. Notes on a facsimile of the publication: Cadernos para o diálogo 2.,Filipa César Aimé Césaire,,,1,/book/show/99422522-aim-c-saire-discurso-sobre-o-colonialismo-notes-on-a-facsimile-of-the,Aimé Césaire
Aimé Césaire non à l’humiliation,Nimrod  .,,,6,/book/show/41073238-aim-c-saire-non-l-humiliation,Aimé Césaire
Lost Body,Aimé Césaire,,,5,/book/show/161960.Lost_Body,Aimé Césaire
Aimé Césaire: Inventor of Souls,Jane Hiddleston,,,3,/book/show/217888028-aim-c-saire,Aimé Césaire
Aimé Césaire (Caribbean Biography Series),Elizabeth Walcott-Hackshaw,,,3,/book/show/60705384-aim-c-saire,Aimé Césaire
Resolutely Black: Conversations with Francoise Verges,Aimé Césaire,,,6,/book/show/45899167-resolutely-black,Aimé Césaire
Aimé Césaire,Véronique Corinus,,,3,/book/show/53814446-aim-c-saire,Aimé Césaire
"Discourse on Colonialism, and, An Interview with Cesaire Aime",Aimé Césaire,,,1,/book/show/136197791-discourse-on-colonialism-and-an-interview-with-cesaire-aime,Aimé Césaire
"Lyric and Dramatic Poetry, 1946-82 (CARAF Books: Caribbean and African Literature Translated from French)",Aimé Césaire,,,3,/book/show/161962.Lyric_and_Dramatic_Poetry_1946_82,Aimé Césaire
Engagements with Aimé Césaire: Thinking with Spirits,Jason Allen-Paisant,,,4,/book/show/199530648-engagements-with-aim-c-saire,Aimé Césaire
"Nègre je suis, nègre je resterai. Entretiens avec Françoise Vergès",Aimé Césaire,,,1,/book/show/2007127.N_gre_je_suis_n_gre_je_resterai_Entretiens_avec_Fran_oise_Verg_s,Aimé Césaire
Entretiens avec Aimé Césaire,Marijosé Alie,,,2,/book/show/58627297-entretiens-avec-aim-c-saire,Aimé Césaire
Aimé Césaire - (1913-2008) (Tempus t. 485) (French Edition),Romuald Fonkoua,,,4,/book/show/35663979-aim-c-saire---1913-2008-tempus-t-485,Aimé Césaire
"Aime Cesaire (Munduko poesia kaierak, #3)",Aimé Césaire,,,1,/book/show/34606077-aime-cesaire,Aimé Césaire
Discours sur le colonialisme: suivi du Petit matin d'Aimé Césaire,Aimé Césaire,,,1,/book/show/27219294-discours-sur-le-colonialisme,Aimé Césaire
Study Guide: Discourse on Colonialism by Aime Cesaire,SuperSummary,,,3,/book/show/48805640-study-guide,Aimé Césaire
Barbar Batı: Bir Aimé Césaire Kitabı,Güneş Ayas,,,1,/book/show/44102822-barbar-bat,Aimé Césaire
Aimé Césaire. Une saison en Haïti (Essai),Lilian Pestre de Almeida,,,4,/book/show/27872477-aim-c-saire-une-saison-en-ha-ti-essai,Aimé Césaire
Le thème du retour dans le Cahier d'un retour au pays natal (Aimé Césaire),Gloria Saravaya,,,1,/book/show/161931.Le_th_me_du_retour_dans_le_Cahier_d_un_retour_au_pays_natal_Aim_C_saire_,Aimé Césaire
Cahier d'un Retour au Pays Natal,Aimé Césaire,,,1,/book/show/125038095-cahier-d-un-retour-au-pays-natal,Aimé Césaire
"The Witness as Educator: Reading W. G. Sebald, Aimé Césaire, and Walt Whitman",David T Hansen,,,2,/book/show/227758907-the-witness-as-educator,Aimé Césaire
Aimé Césaire. Cahier d'un retour au pays natal. Étude Critique.,Cyrille François,,,1,/book/show/28261480-aim-c-saire-cahier-d-un-retour-au-pays-natal-tude-critique,Aimé Césaire
Une saison au Congo - Aime Cesaire - etude critique ' entre les lignes ' [ Cliff Notes French ],Dominique TRAORE KLOGNIMBAN,,,1,/book/show/36481587-une-saison-au-congo---aime-cesaire---etude-critique-entre-les-lignes,Aimé Césaire
Aime Cesaire. Ecrits Politiques tome 5 -1986-2008,Aimé Césaire,,,1,/book/show/94185529-aime-cesaire-ecrits-politiques-tome-5--1986-2008,Aimé Césaire
Poesias de aime cesaire coleccion literatura latinoamericana casa de las americas habana cuba 1969 prologo de enrique lihn,Aimé Césaire,,,1,/book/show/204896952-poesias-de-aime-cesaire-coleccion-literatura-latinoamericana-casa-de-las,Aimé Césaire
"Return to my Native Land by Cesaire, Aime (June 3, 2014) Paperback",Aimé Césaire,,,1,/book/show/235955595-return-to-my-native-land-by-cesaire-aime-june-3-2014-paperback,Aimé Césaire
Réussir son Bac de français 2025 : Analyse du recueil Cahier d'un retour au pays natal de Aimé Césaire,Aimé Césaire,,,1,/book/show/215965986-r-ussir-son-bac-de-fran-ais-2025,Aimé Césaire
"Aimé Césaire, pour regarder le siècle en face",Aimé Césaire,,,1,/book/show/2583780-aim-c-saire-pour-regarder-le-si-cle-en-face,Aimé Césaire
Réussir son Bac de français 2026 : Analyse du recueil Cahier d'un retour au pays natal de Aimé Césaire,Aimé Césaire,,,1,/book/show/237932366-r-ussir-son-bac-de-fran-ais-2026,Aimé Césaire
"Aimé Césaire, le nègre indélibile",Yves Pinguilly,,,3,/book/show/44228736-aim-c-saire-le-n-gre-ind-libile,Aimé Césaire
"La Negritud, el indianismo y sus intelectuales: Aimé Césaire y Fausto Reinaga",María Elena Oliva,,,1,/book/show/57290139-la-negritud-el-indianismo-y-sus-intelectuales,Aimé Césaire
Aimé Césaire. Ecrits politiques tome 2 - 1935-1956,Aimé Césaire,,,1,/book/show/61476684-aim-c-saire-ecrits-politiques-tome-2---1935-1956,Aimé Césaire
Les Armes miraculeuses de Aimé Césaire (Fiche de lecture): Analyse complète et résumé détaillé de l'oeuvre,Le Petit Littéraire,,,3,/book/show/36610415-les-armes-miraculeuses-de-aim-c-saire-fiche-de-lecture,Aimé Césaire
Discourse on Colonialism. Monthly Review Press Edition,Aimé Césaire,,,1,/book/show/164172729-discourse-on-colonialism-monthly-review-press-edition,Aimé Césaire
Para leer a Aime Cesaire,Aimé Césaire,,,1,/book/show/6500224-para-leer-a-aime-cesaire,Aimé Césaire
Aimé Césaire. Ecrits politiques : Tome 3 - 1957-1971,Aimé Césaire,,,1,/book/show/101211992-aim-c-saire-ecrits-politiques,Aimé Césaire
Poemi dalla negritudine,Aimé Césaire,,,1,/book/show/31348712-poemi-dalla-negritudine,Aimé Césaire
Toi laminaire: Italiques pour Aimé Césaire,Edouard J. Maunick,,,1,/book/show/161946.Toi_laminaire,Aimé Césaire
"Aime Cesaire, Ecrivain Martiniquais",Aimé Césaire,,,1,/book/show/159950064-aime-cesaire-ecrivain-martiniquais,Aimé Césaire
Aimé Césaire ou l'Athanor d'un alchimiste,Aimé Césaire,,,1,/book/show/3943671-aim-c-saire-ou-l-athanor-d-un-alchimiste,Aimé Césaire
Corps perdu ...et Picasso illustra Aimé Césaire,Picasso; Aimé Césaire; Lyne-Rose Beuze; Association des amis du Musée régional d'histoire et d'ethno,,,1,/book/show/96358298-corps-perdu-et-picasso-illustra-aim-c-saire,Aimé Césaire
Like a Misunderstood Salvation and Other Poems,Aimé Césaire,,,2,/book/show/16128896-like-a-misunderstood-salvation-and-other-poems,Aimé Césaire
"Aimé Césaire, député à lAssemblée nationale 1945-1993",Ernest Moutoussamy,,,1,/book/show/161945.Aim_C_saire_d_put_lAssembl_e_nationale_1945_1993,Aimé Césaire
"Aimé Césaire: 'Une Tempête': biographie de l'auteur, étude de l'oeuvre, thèmes et personnages",Huguette Emmanuel Bellemare,,,1,/book/show/57757477-aim-c-saire,Aimé Césaire
